city,window,test_start,test_end,n_train,model,seed,rmse,mse,mae,mape,n_scored,config
Ahmedabad,2,2019-10-06,2019-11-04,725,LSTM,44,86.55001746732317,7490.905523593946,74.94644061423813,34.42052941929817,29,"LSTM(1x64) lookback=60, direct 30-step, 19 epochs (early stop), seed=44"
Ahmedabad,3,2019-06-08,2019-07-07,605,LSTM,42,57.789034735253026,3339.5725356322805,47.72902981752264,28.089192206384972,30,"LSTM(1x64) lookback=60, direct 30-step, 37 epochs (early stop), seed=42"
Ahmedabad,3,2019-06-08,2019-07-07,605,LSTM,43,61.373271961715425,3766.6785112866846,51.15540512576477,30.2354965890687,30,"LSTM(1x64) lookback=60, direct 30-step, 86 epochs (early stop), seed=43"
Ahmedabad,3,2019-06-08,2019-07-07,605,LSTM,44,64.24325587385339,4127.195925273398,54.46174412160338,32.45554637470617,30,"LSTM(1x64) lookback=60, direct 30-step, 34 epochs (early stop), seed=44"
Ahmedabad,4,2019-02-08,2019-03-09,485,LSTM,42,69.0632273249262,4769.729368534434,64.71240749891705,65.1017770073481,30,"LSTM(1x64) lookback=60, direct 30-step, 22 epochs (early stop), seed=42"
Ahmedabad,4,2019-02-08,2019-03-09,485,LSTM,43,75.51670466901888,5702.772684067817,71.70170372672462,72.04151577831735,30,"LSTM(1x64) lookback=60, direct 30-step, 24 epochs (early stop), seed=43"
Ahmedabad,4,2019-02-08,2019-03-09,485,LSTM,44,74.04185515814476,5482.196315259688,70.00925345185331,70.2640128417033,30,"LSTM(1x64) lookback=60, direct 30-step, 22 epochs (early stop), seed=44"
Ahmedabad,5,2018-10-11,2018-11-09,365,LSTM,42,151.02597267674952,22808.844422958293,140.69041693872887,54.98916161889632,30,"LSTM(1x64) lookback=60, direct 30-step, 40 epochs (early stop), seed=42"
Ahmedabad,5,2018-10-11,2018-11-09,365,LSTM,43,153.56142187274673,23581.1102875797,143.19959827884392,55.97862446418007,30,"LSTM(1x64) lookback=60, direct 30-step, 42 epochs (early stop), seed=43"
Ahmedabad,5,2018-10-11,2018-11-09,365,LSTM,44,153.35131543802885,23516.625946573822,142.8819373507323,55.83137059027673,30,"LSTM(1x64) lookback=60, direct 30-step, 31 epochs (early stop), seed=44"
